timestamp,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR
2020080101,0.0,0.0,0.0,28.46,87.79,2.42,145.5,97.74,6.74
2020080102,0.0,0.0,0.0,28.12,88.42,2.46,152.2,97.69,4.84
2020080103,0.0,0.0,0.0,27.8,89.36,2.31,161.3,97.66,2.93
2020080104,0.0,0.0,0.0,27.5,90.29,2.26,172.6,97.63,2.8
2020080105,15.35,0.0,18.19,27.67,89.58,2.53,184.8,97.65,3.92
2020080106,104.75,7.65,93.22,28.82,84.57,3.29,200.6,97.71,8.83
2020080107,239.52,30.25,200.92,30.96,73.89,3.47,230.6,97.78,15.03
2020080108,411.75,73.43,289.29,32.71,66.02,3.55,249.9,97.83,9.76
2020080109,551.45,143.55,366.2,33.61,62.91,3.12,264.1,97.86,6.57
2020080110,581.85,154.68,331.68,34.11,60.68,2.81,275.9,97.84,5.48
2020080111,654.62,225.64,344.03,34.33,59.01,2.64,283.6,97.79,4.25
2020080112,695.12,162.89,517.01,34.63,57.11,2.56,286.6,97.73,2.26
2020080113,579.88,99.74,370.42,34.82,55.7,2.42,290.5,97.66,2.3
2020080114,396.3,47.35,283.78,34.84,55.05,2.23,296.9,97.59,2.21
2020080115,283.7,16.64,235.19,34.69,54.76,2.03,302.5,97.53,1.63
2020080116,178.6,11.17,153.83,34.25,56.49,1.77,306.0,97.5,0.44
2020080117,66.32,9.34,56.85,33.65,57.07,1.57,310.4,97.52,0.1
2020080118,8.9,0.0,10.11,32.34,65.89,1.0,330.1,97.58,0.03
2020080119,0.0,0.0,0.0,31.88,67.32,0.74,16.5,97.66,0.03
2020080120,0.0,0.0,0.0,31.54,68.0,0.59,61.7,97.71,0.03
2020080121,0.0,0.0,0.0,31.27,68.23,0.5,117.6,97.74,0.05
2020080122,0.0,0.0,0.0,30.88,68.99,0.7,169.3,97.72,0.17
2020080123,0.0,0.0,0.0,30.31,71.04,1.05,193.8,97.68,0.21
2020080200,0.0,0.0,0.0,29.5,75.42,1.44,209.1,97.63,0.29
2020080201,0.0,0.0,0.0,28.76,78.96,1.76,219.5,97.59,0.69
2020080202,0.0,0.0,0.0,28.22,80.69,1.94,228.3,97.57,0.38
2020080203,0.0,0.0,0.0,27.71,82.17,1.99,237.1,97.56,0.1
2020080204,0.0,0.0,0.0,27.27,83.69,1.96,247.8,97.58,0.02
2020080205,16.88,1.12,18.67,27.49,83.66,1.8,259.8,97.61,0.02
2020080206,130.38,52.29,115.72,28.85,75.9,2.29,273.5,97.65,0.11
2020080207,287.38,163.04,197.82,31.27,63.54,2.52,296.7,97.7,2.97
2020080208,478.15,278.7,252.57,33.18,55.12,3.22,311.2,97.73,1.32
2020080209,647.47,364.1,297.31,34.24,52.72,3.78,316.5,97.73,1.51
2020080210,748.75,385.76,340.94,35.04,51.32,4.22,316.9,97.7,1.82
2020080211,870.1,506.58,276.8,35.43,51.26,4.38,315.4,97.64,2.29
2020080212,839.25,463.77,325.7,35.77,51.08,4.48,314.2,97.56,2.05
2020080213,771.83,450.35,327.96,35.98,51.42,4.53,314.0,97.47,1.6
2020080214,642.62,407.43,272.48,36.13,51.51,4.54,314.3,97.37,0.89
2020080215,488.65,353.21,234.87,35.92,52.01,4.42,313.8,97.28,0.49
2020080216,284.12,210.23,181.19,35.19,54.68,4.01,312.7,97.22,0.22
2020080217,121.32,81.01,98.68,33.96,60.45,3.29,311.5,97.21,0.06
2020080218,12.48,0.69,16.26,32.26,69.79,2.06,311.7,97.22,0.02
2020080219,0.0,0.0,0.0,31.58,72.75,1.77,306.7,97.26,0.0
2020080220,0.0,0.0,0.0,31.4,72.77,1.47,294.5,97.31,0.14
2020080221,0.0,0.0,0.0,31.29,72.01,1.2,269.5,97.33,0.13
2020080222,0.0,0.0,0.0,30.71,74.49,1.31,245.6,97.32,0.32
2020080223,0.0,0.0,0.0,29.97,78.31,1.53,237.0,97.31,0.65
2020080300,0.0,0.0,0.0,29.37,81.19,1.69,234.1,97.28,0.61
2020080301,0.0,0.0,0.0,28.88,83.46,1.74,232.0,97.25,0.59
2020080302,0.0,0.0,0.0,28.6,84.97,1.72,231.9,97.23,0.71
2020080303,0.0,0.0,0.0,28.28,86.44,1.78,233.9,97.23,1.0
2020080304,0.0,0.0,0.0,27.93,88.01,1.95,238.8,97.23,1.62
2020080305,13.3,0.0,14.64,27.88,88.12,2.67,249.4,97.24,1.48
2020080306,92.82,0.0,81.22,28.79,84.07,4.1,257.5,97.27,1.62
2020080307,193.7,0.39,163.86,31.08,72.33,4.72,265.8,97.28,1.8
2020080308,370.8,29.63,304.1,33.48,61.29,5.53,276.4,97.28,1.94
2020080309,574.45,195.39,411.95,34.94,57.01,5.81,284.2,97.27,1.65
2020080310,677.38,193.66,467.81,35.98,54.85,5.72,291.8,97.24,1.56
2020080311,708.33,173.1,417.52,36.33,54.36,5.49,298.4,97.2,1.66
2020080312,710.28,273.59,477.38,36.67,53.67,5.28,303.0,97.13,1.41
2020080313,574.03,104.97,401.62,36.77,53.11,5.06,306.1,97.06,1.44
2020080314,504.5,83.44,349.23,36.91,51.62,4.8,307.7,96.97,1.02
2020080315,379.88,85.59,274.6,36.65,51.48,4.34,307.5,96.91,0.57
2020080316,226.1,27.1,191.8,36.11,53.43,3.69,305.4,96.86,0.16
2020080317,90.4,3.44,78.06,35.01,57.06,2.96,303.2,96.84,0.09
2020080318,9.18,0.0,11.32,33.3,67.55,1.66,296.9,96.85,0.03
2020080319,0.0,0.0,0.0,33.08,67.36,1.37,276.7,96.87,0.04
2020080320,0.0,0.0,0.0,32.74,67.78,1.35,248.2,96.92,0.09
2020080321,0.0,0.0,0.0,31.97,70.05,1.62,231.0,96.96,0.13
2020080322,0.0,0.0,0.0,31.35,71.77,1.9,227.3,96.98,0.47
2020080323,0.0,0.0,0.0,30.73,74.67,2.03,233.8,96.99,0.83
2020080400,0.0,0.0,0.0,30.16,78.16,2.1,246.7,96.98,1.17
2020080401,0.0,0.0,0.0,29.61,81.04,2.27,261.7,96.94,1.81
2020080402,0.0,0.0,0.0,29.08,83.5,2.44,273.8,96.92,2.2
2020080403,0.0,0.0,0.0,28.6,85.64,2.51,282.7,96.9,2.51
2020080404,0.0,0.0,0.0,28.28,87.07,2.56,288.7,96.92,3.1
2020080405,13.75,0.0,13.99,28.23,87.64,2.63,290.9,96.97,3.4
2020080406,98.95,2.05,86.45,29.1,83.51,2.98,289.0,97.04,3.22
2020080407,225.7,12.78,188.95,31.16,72.68,2.74,288.1,97.1,4.04
2020080408,374.27,53.25,308.99,34.61,54.8,2.68,304.8,97.13,0.02
2020080409,609.58,281.94,315.24,36.08,50.12,2.56,317.5,97.12,0.02
2020080410,615.45,116.69,381.99,36.76,49.03,2.7,326.5,97.08,0.03
2020080411,684.7,100.0,504.19,37.37,48.02,3.01,336.9,97.03,0.04
2020080412,723.65,261.95,364.73,37.66,47.6,3.47,345.5,96.95,0.03
2020080413,722.92,337.98,362.66,37.45,48.59,3.88,352.0,96.88,0.03
2020080414,591.33,263.39,326.39,36.94,50.38,4.02,354.6,96.82,0.01
2020080415,434.67,226.12,245.88,36.37,52.11,3.77,355.4,96.79,0.01
2020080416,262.77,151.94,177.54,35.57,55.52,3.24,357.3,96.78,0.0
2020080417,99.97,39.96,88.43,34.56,59.58,2.61,2.2,96.81,0.0
2020080418,9.32,0.0,11.82,32.98,68.1,1.55,20.8,96.87,0.0
2020080419,0.0,0.0,0.0,32.17,71.92,1.3,53.1,96.93,0.0
2020080420,0.0,0.0,0.0,31.59,74.86,1.35,84.9,97.0,0.01
2020080421,0.0,0.0,0.0,31.01,77.84,1.52,105.7,97.04,0.02
2020080422,0.0,0.0,0.0,30.56,79.86,1.63,117.0,97.03,0.02
2020080423,0.0,0.0,0.0,30.2,81.47,1.62,122.9,97.01,0.02
2020080500,0.0,0.0,0.0,29.91,82.81,1.52,129.7,96.98,0.02
2020080501,0.0,0.0,0.0,29.67,83.8,1.37,138.9,96.96,0.02
2020080502,0.0,0.0,0.0,29.47,84.27,1.18,142.3,96.94,0.02
2020080503,0.0,0.0,0.0,29.24,84.77,1.06,131.5,96.95,0.02
2020080504,0.0,0.0,0.0,28.92,85.97,1.09,115.6,96.99,0.02
2020080505,14.48,0.0,15.42,28.99,85.65,1.24,102.6,97.06,0.02
2020080506,109.22,16.41,94.73,30.28,78.56,1.83,91.6,97.14,0.04
2020080507,239.05,43.34,200.59,32.1,68.89,2.53,77.4,97.22,0.04
2020080508,380.8,90.91,265.12,32.95,64.99,3.48,77.6,97.29,15.89
2020080509,459.23,69.47,305.74,33.32,64.84,4.18,86.2,97.33,8.93
2020080510,433.95,27.97,327.93,33.57,64.46,4.66,94.5,97.32,5.44
2020080511,419.15,14.46,320.22,33.93,63.09,4.84,101.2,97.27,2.54
2020080512,235.38,24.65,172.84,34.49,59.81,4.64,105.9,97.21,0.37
2020080513,255.55,8.17,204.2,35.04,55.32,4.17,110.3,97.13,0.16
2020080514,333.38,12.11,270.79,34.98,53.06,3.67,113.3,97.07,0.3
2020080515,209.38,6.95,173.65,34.63,53.42,3.34,113.8,97.04,0.19
2020080516,167.9,7.35,140.87,34.03,55.46,3.33,112.2,97.05,0.07
2020080517,74.28,4.88,63.91,32.85,60.03,3.15,109.3,97.09,0.0
2020080518,7.68,0.0,9.34,31.12,68.93,2.19,107.5,97.14,0.0
2020080519,0.0,0.0,0.0,30.39,71.03,2.29,109.1,97.2,0.0
2020080520,0.0,0.0,0.0,29.94,72.65,2.59,110.8,97.27,0.0
2020080521,0.0,0.0,0.0,29.38,75.59,2.76,110.1,97.32,0.05
2020080522,0.0,0.0,0.0,28.79,79.2,2.68,105.8,97.34,0.06
2020080523,0.0,0.0,0.0,28.36,81.99,2.79,97.2,97.35,0.28
2020080600,0.0,0.0,0.0,28.0,84.18,3.17,90.5,97.36,0.96
2020080601,0.0,0.0,0.0,27.58,86.57,3.39,88.0,97.37,1.49
2020080602,0.0,0.0,0.0,27.3,88.15,3.17,88.9,97.4,1.83
2020080603,0.0,0.0,0.0,27.21,88.58,2.76,90.6,97.41,2.98
2020080604,0.0,0.0,0.0,27.13,89.27,2.2,89.7,97.43,7.68
2020080605,16.2,7.0,18.14,27.28,89.2,2.18,87.1,97.46,6.8
2020080606,140.25,119.44,104.68,28.3,84.85,2.79,85.1,97.53,2.48
2020080607,310.92,214.33,201.55,30.52,74.46,3.65,99.5,97.58,1.59
2020080608,487.42,288.51,265.4,32.97,61.35,5.67,107.3,97.65,2.39
2020080609,633.15,376.92,300.26,34.57,53.55,7.39,107.3,97.67,2.9
2020080610,753.12,438.58,333.06,35.67,49.51,8.52,108.1,97.65,0.86
2020080611,792.45,475.85,309.0,36.43,47.33,9.1,105.9,97.56,0.31
2020080612,815.45,570.1,245.29,36.81,46.7,9.94,99.6,97.47,0.44
2020080613,695.6,553.37,214.93,36.86,46.61,10.74,95.0,97.38,0.84
2020080614,516.47,292.64,276.74,36.47,47.41,10.94,95.4,97.32,1.61
2020080615,422.23,345.41,195.25,35.58,50.01,10.44,97.6,97.3,1.73
2020080616,254.23,208.28,158.89,34.34,54.49,9.38,97.5,97.31,0.54
2020080617,112.18,66.74,90.02,32.84,60.41,8.04,95.5,97.34,0.36
2020080618,8.68,0.95,10.57,31.23,67.37,6.67,93.1,97.38,0.76
2020080619,0.0,0.0,0.0,29.93,74.85,5.85,89.4,97.44,1.1
2020080620,0.0,0.0,0.0,29.03,80.82,5.78,86.3,97.5,1.02
2020080621,0.0,0.0,0.0,28.6,83.52,6.47,85.7,97.59,4.21
2020080622,0.0,0.0,0.0,28.16,86.18,6.67,87.9,97.66,4.08
2020080623,0.0,0.0,0.0,27.82,88.09,6.82,94.0,97.68,3.93
2020080700,0.0,0.0,0.0,27.54,89.35,7.05,96.0,97.65,1.56
2020080701,0.0,0.0,0.0,27.25,90.96,7.06,95.8,97.6,1.14
2020080702,0.0,0.0,0.0,26.97,92.61,6.98,95.6,97.57,1.45
2020080703,0.0,0.0,0.0,26.81,93.4,6.8,97.1,97.58,2.17
2020080704,0.0,0.0,0.0,26.66,93.76,6.36,102.7,97.63,2.68
2020080705,12.4,2.49,13.92,26.65,93.36,6.01,110.0,97.7,2.33
2020080706,101.0,39.19,83.02,27.52,89.15,6.4,118.2,97.77,3.21
2020080707,221.23,95.22,166.22,29.36,79.19,7.19,126.4,97.83,10.17
2020080708,397.6,177.63,248.37,31.35,68.64,7.21,131.0,97.86,0.0
2020080709,597.22,371.28,267.23,32.93,61.58,6.62,131.2,97.84,0.0
2020080710,609.12,423.6,239.16,34.21,56.95,5.9,129.7,97.79,0.0
2020080711,653.2,353.5,277.75,35.09,54.01,5.22,126.2,97.72,0.0
2020080712,653.9,270.39,347.26,35.66,51.98,4.6,122.3,97.64,0.0
2020080713,602.4,255.63,313.59,35.87,51.09,4.03,118.8,97.56,0.0
2020080714,510.3,263.04,267.25,35.81,51.2,3.55,116.8,97.5,0.0
2020080715,402.58,194.94,237.17,35.52,52.05,3.11,117.4,97.46,0.0
2020080716,240.52,109.95,184.98,34.81,54.65,2.71,119.6,97.45,0.0
2020080717,103.38,43.29,89.82,33.83,59.75,2.15,122.3,97.47,0.0
2020080718,9.4,1.16,11.66,32.47,66.83,1.44,123.4,97.51,0.0
2020080719,0.0,0.0,0.0,31.65,71.12,1.35,123.2,97.58,0.0
2020080720,0.0,0.0,0.0,31.13,73.61,1.42,126.1,97.64,0.01
2020080721,0.0,0.0,0.0,30.63,76.03,1.58,128.8,97.7,0.02
2020080722,0.0,0.0,0.0,30.22,77.33,1.97,130.1,97.74,0.03
2020080723,0.0,0.0,0.0,29.72,79.15,2.14,133.3,97.75,0.02
2020080800,0.0,0.0,0.0,29.2,81.57,1.44,140.9,97.72,0.01
2020080801,0.0,0.0,0.0,28.81,83.34,0.94,151.5,97.66,0.0
2020080802,0.0,0.0,0.0,28.51,84.21,0.84,163.5,97.62,0.0
2020080803,0.0,0.0,0.0,28.27,84.8,0.87,174.1,97.57,0.0
2020080804,0.0,0.0,0.0,28.01,85.52,0.91,191.4,97.56,0.0
2020080805,14.95,5.85,17.39,28.08,84.54,1.11,211.4,97.57,0.0
2020080806,129.1,131.6,92.5,29.79,74.81,1.46,226.4,97.6,0.0
2020080807,300.17,312.98,151.36,31.41,67.95,1.22,253.3,97.64,0.0
2020080808,523.53,420.87,222.04,32.74,63.35,1.12,280.8,97.65,10.35
2020080809,632.0,333.4,301.42,33.9,59.62,1.2,297.2,97.63,17.65
2020080810,773.33,456.45,311.37,34.97,56.23,1.27,306.1,97.58,20.2
2020080811,846.75,531.28,287.04,35.82,53.54,1.28,313.4,97.52,22.76
2020080812,782.35,510.48,254.7,36.29,51.96,1.31,320.2,97.44,21.32
2020080813,706.28,463.41,273.29,36.58,50.83,1.53,329.4,97.37,17.77
2020080814,612.03,425.42,249.57,36.43,51.27,1.74,335.2,97.31,9.45
2020080815,450.52,377.98,195.61,35.78,53.52,1.81,327.6,97.26,5.18
2020080816,271.15,325.72,135.03,35.16,55.71,1.85,315.7,97.24,1.2
2020080817,113.53,142.82,82.53,34.29,59.65,1.75,306.9,97.24,0.04
2020080818,8.73,2.41,11.9,32.79,68.79,1.34,307.7,97.28,0.0
2020080819,0.0,0.0,0.0,32.1,72.99,1.18,311.9,97.34,0.0
2020080820,0.0,0.0,0.0,31.84,72.94,0.96,304.4,97.39,0.0
2020080821,0.0,0.0,0.0,31.59,73.17,0.84,276.9,97.4,0.0
2020080822,0.0,0.0,0.0,31.39,72.35,0.76,237.4,97.4,0.05
2020080823,0.0,0.0,0.0,31.0,73.79,0.76,174.0,97.43,0.7
2020080900,0.0,0.0,0.0,30.27,78.76,1.05,138.1,97.45,2.74
2020080901,0.0,0.0,0.0,29.81,81.82,0.89,140.4,97.43,9.54
2020080902,0.0,0.0,0.0,29.62,82.18,0.51,152.9,97.39,4.28
2020080903,0.0,0.0,0.0,29.96,77.17,0.2,185.7,97.36,2.0
2020080904,0.0,0.0,0.0,30.01,75.34,0.13,218.7,97.36,2.06
2020080905,15.48,1.88,17.85,29.94,75.23,0.18,236.3,97.38,3.72
2020080906,123.32,31.03,106.43,30.5,73.27,0.5,273.4,97.43,5.54
2020080907,287.98,80.8,226.53,31.9,66.53,0.85,294.2,97.48,9.69
2020080908,464.55,142.21,314.71,32.64,63.04,1.0,305.3,97.53,5.8
2020080909,545.45,89.66,433.31,33.37,60.88,0.98,317.1,97.55,4.78
2020080910,538.83,16.28,426.37,34.24,58.43,0.86,327.8,97.52,3.77
2020080911,464.1,14.52,368.04,35.08,55.9,0.92,328.4,97.46,4.78
2020080912,315.95,0.0,252.35,35.67,54.01,0.98,332.1,97.38,6.85
2020080913,294.25,0.52,236.83,35.81,53.43,0.97,338.2,97.3,9.89
2020080914,330.92,19.45,257.57,35.69,53.36,0.98,342.9,97.25,8.0
2020080915,294.45,32.99,217.06,35.46,53.79,1.06,351.9,97.22,4.76
2020080916,176.7,17.83,149.96,35.03,55.71,1.0,1.7,97.23,2.71
2020080917,70.43,5.78,61.15,34.29,57.66,0.96,12.0,97.25,1.79
2020080918,6.0,0.0,7.95,33.02,66.31,1.01,19.7,97.29,1.91
2020080919,0.0,0.0,0.0,31.91,72.88,1.31,30.7,97.35,2.3
2020080920,0.0,0.0,0.0,31.16,75.27,1.52,49.3,97.42,2.98
2020080921,0.0,0.0,0.0,30.51,77.46,1.75,71.7,97.48,2.7
2020080922,0.0,0.0,0.0,29.88,80.68,2.08,90.8,97.49,2.59
2020080923,0.0,0.0,0.0,29.28,84.36,2.36,106.2,97.47,3.73
2020081000,0.0,0.0,0.0,28.78,87.59,2.54,120.5,97.45,3.93
2020081001,0.0,0.0,0.0,28.34,90.03,2.64,130.4,97.43,3.63
2020081002,0.0,0.0,0.0,27.99,91.71,2.48,133.5,97.42,3.3
2020081003,0.0,0.0,0.0,27.7,93.06,2.26,132.5,97.45,3.21
2020081004,0.0,0.0,0.0,27.47,94.01,2.34,137.4,97.48,2.85
2020081005,10.77,0.0,11.09,27.41,94.33,2.42,143.7,97.51,2.38
2020081006,72.72,16.39,61.72,28.11,90.83,2.76,147.9,97.55,2.73
2020081007,144.38,42.71,115.66,29.47,82.92,2.95,149.0,97.6,3.12
2020081008,199.7,0.14,168.59,31.22,73.95,2.74,144.8,97.65,16.57
2020081009,284.1,6.68,232.22,32.53,68.42,2.38,140.3,97.67,15.08
2020081010,544.75,28.12,413.38,33.42,64.72,2.07,137.4,97.64,10.18
2020081011,663.45,75.2,466.2,33.92,62.1,1.92,137.7,97.6,5.61
2020081012,677.8,182.13,421.21,34.3,60.05,1.89,142.9,97.54,3.91
2020081013,500.23,253.01,316.53,34.59,58.58,2.08,150.4,97.47,2.93
2020081014,469.67,158.0,296.43,34.5,58.59,2.55,154.4,97.42,1.72
2020081015,295.48,63.43,233.8,34.19,59.71,3.2,157.8,97.39,0.9
2020081016,169.05,28.34,141.56,33.15,64.18,3.61,160.9,97.39,0.31
2020081017,71.4,14.05,62.07,31.9,69.97,3.59,160.3,97.41,0.2
2020081018,5.65,0.0,7.19,30.69,76.2,3.29,154.2,97.45,0.32
2020081019,0.0,0.0,0.0,29.94,80.31,3.33,147.6,97.51,1.34
2020081020,0.0,0.0,0.0,29.36,83.66,3.26,142.8,97.58,3.78
2020081021,0.0,0.0,0.0,28.87,86.55,3.16,140.5,97.61,8.1
2020081022,0.0,0.0,0.0,28.41,89.2,3.03,141.8,97.62,11.26
2020081023,0.0,0.0,0.0,27.98,91.72,2.85,144.9,97.59,17.44
2020081100,0.0,0.0,0.0,27.68,93.27,2.62,149.2,97.56,23.35
2020081101,0.0,0.0,0.0,27.49,94.28,2.22,155.9,97.52,30.19
2020081102,0.0,0.0,0.0,27.4,94.8,2.06,158.9,97.5,28.4
2020081103,0.0,0.0,0.0,27.32,95.19,2.21,160.7,97.49,35.24
2020081104,0.0,0.0,0.0,27.23,95.54,2.55,168.2,97.51,40.87
2020081105,10.75,1.04,12.67,27.26,95.37,3.09,177.4,97.55,39.48
2020081106,84.3,16.66,73.38,27.78,93.58,3.89,186.6,97.59,37.01
2020081107,200.48,32.18,162.77,28.62,89.39,4.36,197.4,97.64,41.12
2020081108,340.45,51.48,279.69,29.66,83.99,4.32,209.1,97.67,12.66
2020081109,492.5,178.55,315.82,30.82,78.38,3.89,222.6,97.68,17.09
2020081110,599.88,155.53,345.63,31.65,74.35,3.48,233.3,97.64,18.96
2020081111,583.9,129.03,382.12,31.88,72.18,3.15,242.0,97.58,18.17
2020081112,507.35,98.28,317.85,31.81,71.8,2.95,251.6,97.52,16.7
2020081113,393.1,59.83,256.33,31.74,71.58,2.85,262.6,97.45,15.12
2020081114,268.08,12.61,209.31,31.44,72.44,2.55,267.5,97.39,15.19
2020081115,161.45,8.69,132.55,31.09,74.71,2.14,260.8,97.36,13.03
2020081116,135.62,3.98,115.27,30.74,76.68,2.16,245.9,97.33,9.39
2020081117,55.03,1.71,48.23,30.01,81.13,2.06,232.3,97.33,5.25
2020081118,4.35,0.0,5.76,29.07,87.73,1.84,223.7,97.38,2.5
2020081119,0.0,0.0,0.0,28.7,89.58,2.03,219.8,97.45,0.87
2020081120,0.0,0.0,0.0,28.5,90.6,2.23,219.0,97.51,0.72
2020081121,0.0,0.0,0.0,28.3,91.48,2.38,221.3,97.53,0.51
2020081122,0.0,0.0,0.0,28.14,92.1,2.57,225.2,97.53,0.27
2020081123,0.0,0.0,0.0,27.99,92.51,2.77,231.1,97.5,0.09
2020081200,0.0,0.0,0.0,27.85,92.92,2.93,238.3,97.43,0.01
2020081201,0.0,0.0,0.0,27.71,93.42,3.0,245.4,97.37,0.0
2020081202,0.0,0.0,0.0,27.61,93.75,3.08,249.3,97.32,0.01
2020081203,0.0,0.0,0.0,27.54,93.96,3.14,252.0,97.31,0.04
2020081204,0.0,0.0,0.0,27.48,94.08,3.04,259.4,97.35,0.02
2020081205,12.05,0.0,12.4,27.56,93.52,3.2,264.4,97.4,0.0
2020081206,104.45,7.82,90.37,28.39,89.73,3.86,259.2,97.43,0.0
2020081207,256.45,59.45,209.15,30.13,80.57,4.28,254.8,97.46,0.06
2020081208,427.67,150.35,310.91,31.9,71.06,4.8,264.4,97.49,1.2
2020081209,464.33,165.67,272.23,33.09,66.38,4.35,272.1,97.51,1.85
2020081210,574.25,84.71,370.83,34.03,62.93,3.84,280.1,97.51,7.46
2020081211,558.85,185.79,319.93,34.53,61.1,3.34,285.1,97.48,16.51
2020081212,480.52,61.55,302.8,34.8,60.34,2.91,286.1,97.42,23.21
2020081213,502.27,72.94,358.15,34.88,60.34,2.64,284.2,97.36,20.92
2020081214,411.4,101.1,278.97,34.68,61.1,2.56,278.3,97.28,18.39
2020081215,346.55,51.49,245.4,34.39,62.54,2.65,271.1,97.23,14.6
2020081216,202.85,24.63,170.17,33.82,66.28,2.48,264.0,97.22,8.49
2020081217,80.07,6.3,69.88,32.79,70.11,2.3,257.7,97.25,2.29
2020081218,5.62,0.0,7.22,31.25,80.69,1.56,242.9,97.3,1.33
2020081219,0.0,0.0,0.0,30.53,84.78,1.51,220.4,97.35,5.82
2020081220,0.0,0.0,0.0,30.06,86.93,1.53,202.2,97.45,17.37
2020081221,0.0,0.0,0.0,29.57,88.62,1.68,192.0,97.51,37.64
2020081222,0.0,0.0,0.0,29.03,90.37,1.9,189.1,97.52,46.74
2020081223,0.0,0.0,0.0,28.55,91.96,2.12,192.3,97.49,44.1
2020081300,0.0,0.0,0.0,28.14,93.12,2.26,198.8,97.43,33.38
2020081301,0.0,0.0,0.0,27.85,93.91,2.13,204.2,97.4,27.13
2020081302,0.0,0.0,0.0,27.76,94.52,1.67,207.5,97.4,25.46
2020081303,0.0,0.0,0.0,27.66,94.78,1.6,213.3,97.35,31.05
2020081304,0.0,0.0,0.0,27.48,95.1,1.69,220.9,97.33,36.23
2020081305,1.58,0.0,1.62,27.53,94.97,1.66,225.7,97.36,34.23
2020081306,11.93,1.06,10.37,28.15,91.66,1.91,225.8,97.42,36.85
2020081307,24.98,3.05,21.24,29.12,85.98,1.58,247.3,97.48,50.49
2020081308,38.67,12.62,29.79,30.21,79.21,1.45,277.5,97.54,4.96
2020081309,74.75,12.15,59.41,31.14,74.82,1.09,301.1,97.56,5.58
2020081310,99.75,13.26,73.76,32.03,71.73,0.7,353.5,97.54,6.28
2020081311,112.22,0.0,89.63,32.59,70.14,1.15,44.3,97.48,7.08
2020081312,178.5,0.0,141.8,32.62,70.59,1.78,64.0,97.4,8.14
2020081313,228.3,15.45,174.97,32.21,73.25,2.27,77.0,97.32,8.29
2020081314,184.98,1.1,152.42,31.47,77.19,2.75,85.2,97.25,6.63
2020081315,156.18,5.84,133.34,30.48,82.06,3.18,89.6,97.22,4.58
2020081316,117.8,5.59,101.82,29.52,87.13,3.26,97.8,97.21,3.14
2020081317,48.38,4.07,42.37,28.71,91.96,2.91,105.9,97.21,2.47
2020081318,4.2,0.0,5.56,28.12,95.53,2.19,107.0,97.25,2.95
2020081319,0.0,0.0,0.0,27.88,96.25,2.16,100.7,97.32,4.87
2020081320,0.0,0.0,0.0,27.7,95.9,2.3,98.0,97.38,5.26
2020081321,0.0,0.0,0.0,27.5,96.27,2.45,96.1,97.41,7.87
2020081322,0.0,0.0,0.0,27.34,96.41,2.56,96.0,97.4,11.97
2020081323,0.0,0.0,0.0,27.19,96.58,2.62,96.8,97.39,17.95
2020081400,0.0,0.0,0.0,27.05,96.61,2.64,97.0,97.35,22.14
2020081401,0.0,0.0,0.0,26.91,96.61,2.74,96.1,97.32,26.77
2020081402,0.0,0.0,0.0,26.78,96.67,2.67,96.2,97.29,33.21
2020081403,0.0,0.0,0.0,26.67,96.76,2.55,98.6,97.27,40.56
2020081404,0.0,0.0,0.0,26.56,96.96,2.47,103.4,97.29,45.24
2020081405,10.32,0.0,12.02,26.55,96.88,2.55,107.1,97.32,42.37
2020081406,73.88,5.48,64.24,26.94,95.58,3.14,106.3,97.36,31.71
2020081407,164.55,7.81,142.46,27.48,93.43,3.46,111.4,97.4,19.63
2020081408,274.75,13.05,231.99,28.18,90.08,3.94,115.4,97.44,5.52
2020081409,381.75,25.86,309.31,28.97,85.54,4.46,114.5,97.47,2.07
2020081410,456.35,33.84,349.67,29.83,80.55,4.66,112.1,97.44,1.2
2020081411,547.8,55.67,427.4,30.56,76.78,4.55,110.9,97.39,1.34
2020081412,492.17,76.38,374.66,31.07,74.37,4.27,111.2,97.33,1.55
2020081413,477.75,72.13,339.98,31.42,72.82,3.97,113.8,97.27,1.33
2020081414,336.55,84.82,233.8,31.47,72.57,3.6,118.6,97.21,0.89
2020081415,284.15,88.2,191.12,31.3,73.61,3.27,124.9,97.16,0.4
2020081416,175.25,31.11,149.42,30.77,76.61,2.85,130.2,97.15,0.14
2020081417,64.97,5.98,58.31,30.0,80.61,2.41,133.2,97.16,0.09
2020081418,4.78,0.0,6.16,28.86,88.83,1.56,133.7,97.2,0.04
2020081419,0.0,0.0,0.0,28.48,90.91,1.35,129.0,97.27,0.05
2020081420,0.0,0.0,0.0,28.24,91.6,1.33,119.9,97.32,0.06
2020081421,0.0,0.0,0.0,27.95,92.38,1.39,112.3,97.34,0.13
2020081422,0.0,0.0,0.0,27.7,92.88,1.46,107.2,97.35,0.22
2020081423,0.0,0.0,0.0,27.43,93.51,1.59,103.9,97.33,0.27
2020081500,0.0,0.0,0.0,27.17,94.11,1.78,101.3,97.3,0.34
2020081501,0.0,0.0,0.0,26.94,94.83,2.02,101.4,97.25,0.47
2020081502,0.0,0.0,0.0,26.7,95.88,2.09,102.2,97.22,0.65
2020081503,0.0,0.0,0.0,26.47,96.94,1.96,105.1,97.19,0.75
